Date,Symbol,Series,Open,High,Low,Close
2016-03-23,INDUSINDBK,EQ,929.0,934.5,925.0,928.05
2016-03-28,INDUSINDBK,EQ,927.0,939.0,911.65,914.8
2016-03-29,INDUSINDBK,EQ,917.9,930.5,912.8,928.05
2016-03-30,INDUSINDBK,EQ,939.0,948.8,935.5,946.7
2016-03-31,INDUSINDBK,EQ,946.2,970.0,936.6,967.6
2016-04-01,INDUSINDBK,EQ,966.65,969.0,950.75,961.3
2016-04-04,INDUSINDBK,EQ,961.3,970.0,956.0,961.3
2016-04-05,INDUSINDBK,EQ,959.8,964.0,946.4,951.3
2016-04-06,INDUSINDBK,EQ,951.2,959.1,947.05,955.4
2016-04-07,INDUSINDBK,EQ,955.0,958.95,937.5,939.6
2016-04-08,INDUSINDBK,EQ,940.0,946.8,935.0,937.0
2016-04-11,INDUSINDBK,EQ,939.0,962.0,936.5,960.8
2016-04-12,INDUSINDBK,EQ,961.0,970.8,957.55,968.95
2016-04-13,INDUSINDBK,EQ,975.0,994.45,974.0,986.4
2016-04-18,INDUSINDBK,EQ,986.4,993.65,977.2,988.3
2016-04-20,INDUSINDBK,EQ,988.0,988.95,973.55,983.85
2016-04-21,INDUSINDBK,EQ,993.0,993.8,964.5,972.1
2016-04-22,INDUSINDBK,EQ,974.7,989.0,970.8,981.5
2016-04-25,INDUSINDBK,EQ,982.4,987.0,974.15,982.35
2016-04-26,INDUSINDBK,EQ,982.0,1025.0,975.0,1021.4
2016-04-27,INDUSINDBK,EQ,1021.9,1042.0,1020.0,1040.0
2016-04-28,INDUSINDBK,EQ,1039.7,1048.6,1029.0,1035.0
2016-04-29,INDUSINDBK,EQ,1032.1,1053.5,1027.15,1048.85
2016-05-02,INDUSINDBK,EQ,1043.0,1055.0,1040.4,1045.05
2016-05-03,INDUSINDBK,EQ,1045.0,1057.25,1032.55,1037.8
2016-05-04,INDUSINDBK,EQ,1037.0,1046.95,1029.1,1042.0
2016-05-05,INDUSINDBK,EQ,1042.0,1044.3,1026.25,1037.55
2016-05-06,INDUSINDBK,EQ,1037.85,1044.3,1025.25,1042.2
2016-05-09,INDUSINDBK,EQ,1042.0,1059.2,1038.9,1054.9
2016-05-10,INDUSINDBK,EQ,1055.0,1055.0,1047.25,1054.7
2016-05-11,INDUSINDBK,EQ,1036.1,1059.8,1036.1,1053.75
2016-05-12,INDUSINDBK,EQ,1052.5,1071.4,1046.25,1066.1
2016-05-13,INDUSINDBK,EQ,1060.0,1069.0,1055.0,1065.2
2016-05-16,INDUSINDBK,EQ,1063.0,1085.0,1058.05,1080.8
2016-05-17,INDUSINDBK,EQ,1083.0,1099.8,1077.0,1084.45
2016-05-18,INDUSINDBK,EQ,1080.0,1086.0,1066.35,1083.0
2016-05-19,INDUSINDBK,EQ,1078.0,1081.1,1064.95,1072.1
2016-05-20,INDUSINDBK,EQ,1069.0,1076.4,1059.0,1070.45
2016-05-23,INDUSINDBK,EQ,1072.35,1079.95,1050.3,1056.3
2016-05-24,INDUSINDBK,EQ,1056.4,1056.4,1039.15,1043.65
2016-05-25,INDUSINDBK,EQ,1055.25,1098.9,1055.25,1096.15
2016-05-26,INDUSINDBK,EQ,1095.05,1109.0,1088.0,1103.9
2016-05-27,INDUSINDBK,EQ,1101.25,1111.85,1099.15,1104.1
2016-05-30,INDUSINDBK,EQ,1106.2,1113.55,1096.9,1100.3
2016-05-31,INDUSINDBK,EQ,1101.1,1107.05,1095.0,1102.85
2016-06-01,INDUSINDBK,EQ,1103.0,1107.8,1096.55,1103.75
2016-06-02,INDUSINDBK,EQ,1105.0,1124.9,1099.15,1121.8
2016-06-03,INDUSINDBK,EQ,1130.0,1132.5,1119.1,1123.95
2016-06-06,INDUSINDBK,EQ,1124.95,1130.0,1115.55,1121.75
2016-06-07,INDUSINDBK,EQ,1126.5,1128.95,1104.45,1109.9
2016-06-08,INDUSINDBK,EQ,1113.0,1119.6,1093.2,1113.6
2016-06-09,INDUSINDBK,EQ,1114.85,1125.0,1103.35,1122.0
2016-06-10,INDUSINDBK,EQ,1114.1,1126.25,1108.15,1109.9
2016-06-13,INDUSINDBK,EQ,1100.0,1119.9,1100.0,1108.45
2016-06-14,INDUSINDBK,EQ,1103.35,1119.9,1099.55,1116.75
2016-06-15,INDUSINDBK,EQ,1119.05,1125.6,1110.0,1123.55
2016-06-16,INDUSINDBK,EQ,1118.9,1118.9,1086.25,1100.25
2016-06-17,INDUSINDBK,EQ,1107.0,1107.7,1085.5,1099.2
